d,net_gex,spot,dollar_vol
2023-07-27,-3927663031,451.82,41717043156.0
2023-07-28,855225424,456.45,36558992730.0
2023-07-31,-981885268,456.4,28401475246.0
2023-08-01,-960422777,456.44,25239464527.0
2023-08-02,-7526232385,450.19,42282241801.0
2023-08-03,-7221696608,449.19,28849684489.0
2023-08-04,-6823771608,446.63,44738593565.0
2023-08-07,-4848206207,449.93,26302308326.0
2023-08-08,-7051618931,449.12,32023383375.0
2023-08-09,-7592070389,446.81,35120464200.0
2023-08-10,-9191769221,445.11,41472082846.0
2023-08-11,-7627949850,445.5,30612099166.0
2023-08-14,-5491922720,447.5,21449859913.0
2023-08-15,-10546517014,442.53,33530095784.0
2023-08-16,-10502368315,440.32,35218330581.0
2023-08-17,-13711681265,436.02,41757883895.0
2023-08-18,-9979904641,437.07,43148898000.0
2023-08-21,-7314053632,439.82,30191005208.0
2023-08-22,-9126846958,437.72,28477208333.0
2023-08-23,-4842845533,443.24,30321416146.0
2023-08-24,-11252954065,437.7,38672324494.0
2023-08-25,-7107020519,440.69,45019974372.0
2023-08-28,-6157224041,442.63,27271979906.0
2023-08-29,-175886537,449.37,37317066508.0
2023-08-30,-1139733312,450.77,31144000113.0
2023-08-31,-431424635,451.49,29761200013.0
2023-09-01,-2022011788,450.77,26594988623.0
2023-09-05,-2988538304,450.26,24782863149.0
2023-09-06,-9250283458,446.13,31573857956.0
2023-09-07,-9128947189,445.19,31297600119.0
2023-09-08,-7277567304,445.05,27470628867.0
2023-09-11,-1787339718,448.33,26987766580.0
2023-09-12,-6568786340,446.01,30133492086.0
2023-09-13,-4653445393,446.24,26879590031.0
2023-09-14,1779927144,450.49,37573893866.0
2023-09-15,-10169380292,443.19,49590446247.0
2023-09-18,-7942974536,443.2,24733348758.0
2023-09-19,-8530181688,442.98,29446677998.0
2023-09-20,-11028805864,439.13,36215260073.0
2023-09-21,-14746506623,432.35,44905888687.0
2023-09-22,-11594329729,431.19,43399120828.0
2023-09-25,-11831383054,431.39,30634085914.0
2023-09-26,-14540329162,425.7,40956198662.0
2023-09-27,-13340817271,425.07,44609904812.0
2023-09-28,-10386407171,428.36,39534525702.0
2023-09-29,-8879691906,427.25,49207779789.0
2023-10-02,-10236897676,426.25,35807979561.0
2023-10-03,-12560909931,421.08,43744430974.0
2023-10-04,-9025036028,424.93,37137791300.0
2023-10-05,-9461428113,424.92,29775576150.0
2023-10-06,-4613491809,430.44,48655414250.0
2023-10-09,-4595775770,431.67,34745050063.0
2023-10-10,-2621328594,434.88,34158016814.0
2023-10-11,-2771096259,436.15,27248926201.0
2023-10-12,-5609400699,433.76,35193330669.0
2023-10-13,-7726087803,430.69,41054247650.0
2023-10-16,-2304302431,436.26,32891893173.0
2023-10-17,-4876549851,434.97,32843074866.0
2023-10-18,-10468240115,429.44,40250360759.0
2023-10-19,-13185956246,425.87,51735766001.0
2023-10-20,-9287804689,421.63,52193822984.0
2023-10-23,-9445240012,421.19,38697077360.0
2023-10-24,-7431300843,424.13,33282152430.0
2023-10-25,-11489834747,417.6,39342896010.0
2023-10-26,-12741539055,412.44,47507936434.0
2023-10-27,-10962326752,409.57,44093766250.0
2023-10-30,-7761773342,416.06,35974592176.0
2023-10-31,-7375644408,417.86,33315987612.0
2023-11-01,-4199439982,423.06,41449463505.0
2023-11-02,999103517,430.57,40895881491.0
2023-11-03,1314029920,435.23,43541941227.0
2023-11-06,-1185254031,434.86,29553593539.0
2023-11-07,866589182,437.55,28075417302.0
2023-11-08,-52135299,437.6,26998438500.0
2023-11-09,-6383640661,433.61,36084381391.0
2023-11-10,3533373439,440.49,39417938632.0
2023-11-13,2044001579,440.65,22993808987.0
2023-11-14,6923204474,449.48,43606191405.0
2023-11-15,4783206691,449.86,34772674602.0
2023-11-16,3558856825,449.93,30014943866.0
2023-11-17,1367565202,450.4,37475615938.0
2023-11-20,4978930864,454.81,31769218895.0
2023-11-21,480227863,452.98,22321099301.0
2023-11-22,4294296632,455.19,27025866745.0
2023-11-24,1999255663,454.97,13539437857.0
2023-11-27,1690047113,455.05,22953967435.0
2023-11-28,73923188,454.64,28257976495.0
2023-11-29,-701939009,454.49,28706802135.0
2023-11-30,144783256,455.28,36399131793.0
2023-12-01,2764188829,458.78,40944099484.0
2023-12-04,-488899712,456.38,33078467898.0
2023-12-05,143965012,456.2,31867712526.0
2023-12-06,-2780526293,454.86,31435149247.0
2023-12-07,2180027301,458.17,30699302878.0
2023-12-08,2343821569,460.52,38286063896.0
2023-12-11,3449413030,461.69,30030365743.0
2023-12-12,6512346113,463.82,31710839577.0
2023-12-13,10685003084,469.75,43887299000.0
2023-12-14,12532120213,471.39,56181463422.0
2023-12-15,3807595450,469.11,66435396120.0
2023-12-18,9339448705,472.35,33215030427.0
2023-12-19,10817967133,474.24,26477932908.0
2023-12-20,1100283204,469.57,48193788465.0
2023-12-21,5927287784,472.2,40967728308.0
2023-12-22,6064963406,473.44,31810523050.0
2023-12-26,9329207183,475.9,26344826212.0
2023-12-27,7098702746,475.32,32402823617.0
2023-12-28,9978209988,477.17,36780494877.0
2023-12-29,2738030096,475.39,58122379962.0
2024-01-02,-5642341723,471.02,58430741050.0
2024-01-03,-3492617259,469.05,48560034946.0
2024-01-04,-2933245087,468.36,39360022313.0
2024-01-05,-3349589896,467.69,40296756844.0
2024-01-08,3175939071,473.94,35537621317.0
2024-01-09,226464762,473.38,31243572154.0
2024-01-10,3190518093,476.02,32077539372.0
2024-01-11,1988661797,475.87,37127052921.0
2024-01-12,1841420795,476.5,27660023927.0
2024-01-16,-2275944352,474.19,40376125834.0
2024-01-17,-5834082380,471.75,32514286119.0
2024-01-18,3058334093,476.31,43768559841.0
2024-01-19,3986619706,482.1,53469887023.0
2024-01-22,4132805542,483.75,36667217831.0
2024-01-23,4779328000,484.69,24216477426.0
2024-01-24,4601310961,486.19,39687914548.0
2024-01-25,2293038827,486.99,35394375661.0
2024-01-26,2123423934,487.19,37355882537.0
2024-01-29,3888647812,490.45,30126051282.0
2024-01-30,2294036663,491.13,28775187235.0
2024-01-31,-5172261523,483.63,60848240583.0
2024-02-01,1514894337,488.76,44953371842.0
2024-02-02,5223519844,494.94,49053461276.0
2024-02-05,3804581333,493.06,37314158680.0
2024-02-06,3210868680,492.88,27622670642.0
2024-02-07,5469513098,498.12,35144193081.0
2024-02-08,4132665035,498.28,26083863135.0
2024-02-09,4468350228,500.78,32066476061.0
2024-02-12,2890364099,501.12,28306522875.0
2024-02-13,-4795671879,492.81,55880051217.0
2024-02-14,4287178911,498.38,34096105947.0
2024-02-15,6827990624,501.3,30965483432.0
2024-02-16,638896911,499.75,37729439617.0
2024-02-20,-3597027644,496.01,35635923793.0
2024-02-21,-2160885531,495.9,29481270907.0
2024-02-22,7706561939,507.75,38774268750.0
2024-02-23,3629544380,508.25,31142276504.0
2024-02-26,1225213841,506.63,25495165841.0
2024-02-27,968926862,506.72,24765811327.0
2024-02-28,-579249276,505.62,28607031868.0
2024-02-29,3751681792,508.6,42640511257.0
2024-03-01,4072354442,512.89,39409853804.0
2024-03-04,446650878,512.65,25512180782.0
2024-03-05,-7705726152,505.75,36950902674.0
2024-03-06,-851952571,509.88,34857928400.0
2024-03-07,3870518694,515.34,30194687458.0
2024-03-08,-944720116,512.26,44280411006.0
2024-03-11,-940615057,511.47,31984245140.0
2024-03-12,6950146608,516.78,37784061774.0
2024-03-13,2877755371,515.86,28432060863.0
2024-03-14,-2571651019,513.33,56732969755.0
2024-03-15,-4590234449,509.56,54881311684.0
2024-03-18,391310879,513.85,45589816536.0
2024-03-19,-718495931,515.14,31332117098.0
2024-03-20,3297946184,519.75,36222596049.0
2024-03-21,6165677340,522.72,31465736156.0
2024-03-22,1272270330,521.87,41212493405.0
2024-03-25,779857685,520.55,25215135165.0
2024-03-26,-252476443,519.38,33963222037.0
2024-03-27,5283896558,522.33,43423003948.0
2024-03-28,4555826020,523.92,50368974048.0
2024-04-01,1564534597,522.11,32623249722.0
2024-04-02,-3086836185,518.61,38513650845.0
2024-04-03,476498003,519.55,30726112489.0
2024-04-04,-5169051772,513.73,49694986076.0
2024-04-05,-2272105633,518.38,38647141449.0
2024-04-08,-2221236714,518.78,25106980278.0
2024-04-09,-3394878574,517.77,35339311042.0
2024-04-10,-6403210303,514.42,42493457132.0
2024-04-11,679116914,519.17,36311282000.0
2024-04-12,-7867111127,510.72,47284838500.0
2024-04-15,-11129547280,504.51,46460552354.0
2024-04-16,-10762189822,504.55,37001398430.0
2024-04-17,-11925760778,501.17,37996899738.0
2024-04-18,-12223781523,500.01,37238266093.0
2024-04-19,-10653060877,494.19,50611591390.0
2024-04-22,-7254224621,499.76,33961471003.0
2024-04-23,-2256488733,505.47,32681979446.0
2024-04-24,-3444103567,505.61,28266621226.0
2024-04-25,-6241757087,502.88,34802436501.0
2024-04-26,-989256737,508.81,32684219014.0
2024-04-29,-2392729579,508.94,23674638811.0
2024-04-30,-6428930049,504.56,38895218379.0
2024-05-01,-7193763502,503.39,40149485470.0
2024-05-02,-5838070116,504.17,31589727430.0
2024-05-03,-462633487,511.5,37199773765.0
2024-05-06,1948650626,515.43,24415526425.0
2024-05-07,1555398191,517.16,27181551452.0
2024-05-08,354616943,517.41,21746391471.0
2024-05-09,2574986068,519.72,22702142683.0
2024-05-10,1756751014,520.87,27205141291.0
2024-05-13,-43810320,520.77,19125938938.0
2024-05-14,1575590914,523.51,30108535768.0
2024-05-15,6077832601,529.36,31524507665.0
2024-05-16,3418307416,529.01,26563923435.0
2024-05-17,525363447,529.0,31336875543.0
2024-05-20,1653122577,529.85,20017291760.0
2024-05-21,1646378951,530.95,17767083830.0
2024-05-22,-942947266,528.81,25638474527.0
2024-05-23,-5838165616,525.45,30090804009.0
2024-05-24,-194629483,529.05,21861160085.0
2024-05-28,-2585831998,528.7,19215996687.0
2024-05-29,-5077741021,526.63,23774615727.0
2024-05-30,-8112271985,522.39,24237396857.0
2024-05-31,-4855095232,523.99,47877706903.0
2024-06-03,-2876929020,526.18,24719881888.0
2024-06-04,-1858816576,527.63,18299572860.0
2024-06-05,3139483801,533.68,25455851754.0
2024-06-06,1669023718,534.07,16472071783.0
2024-06-07,424133144,534.08,23082315667.0
2024-06-10,425700846,534.97,19115615368.0
2024-06-11,515353622,536.2,19536067074.0
2024-06-12,4934418420,540.65,34241722841.0
2024-06-13,4729612592,542.76,24280550751.0
2024-06-14,1521559591,541.98,21759997097.0
2024-06-17,6153203941,547.8,30549789087.0
2024-06-18,4520712041,547.98,22694541232.0
2024-06-20,2771479088,547.43,38469525400.0
2024-06-21,-1177429255,544.47,35033011714.0
2024-06-24,-427004866,543.98,24710246193.0
2024-06-25,-61620752,544.52,20668780494.0
2024-06-26,30943804,544.76,21029738182.0
2024-06-27,1588007511,545.71,19145624184.0
2024-06-28,-2006872676,544.88,41439357559.0
2024-07-01,-2522984438,544.67,21976003334.0
2024-07-02,2508961409,548.12,22199109943.0
2024-07-03,3522741560,550.62,18082318974.0
2024-07-05,3562459577,554.82,23011126784.0
2024-07-08,2390112236,554.86,20051439498.0
2024-07-09,2829633568,555.72,15168161254.0
2024-07-10,3707417002,560.41,21723757867.0
2024-07-11,1024041320,557.09,29523600180.0
2024-07-12,3607455597,560.61,29726732638.0
2024-07-15,2078652895,560.76,22789303168.0
2024-07-16,4457990777,564.2,20603437424.0
2024-07-17,-3839029902,557.27,31811855999.0
2024-07-18,-6637670832,552.69,31098397753.0
2024-07-19,-7220326139,548.62,35963840169.0
2024-07-22,-1471183658,554.99,24042248213.0
2024-07-23,-3022189764,554.15,19071962697.0
2024-07-24,-10057054233,542.07,40329914364.0
2024-07-25,-8981578739,540.95,32928238661.0
2024-07-26,-5887688359,544.28,29271163403.0
2024-07-29,-4893385655,546.01,21526627594.0
2024-07-30,-7307779631,542.16,25394651200.0
2024-07-31,-450918914,552.0,36168057194.0
2024-08-01,-8567804924,541.46,41501549133.0
2024-08-02,-9594257958,531.82,44118313411.0
2024-08-05,-9655825773,515.42,75675828126.0
2024-08-06,-9070631135,526.1,44292054616.0
2024-08-07,-10090261310,520.51,36668378379.0
2024-08-08,-7567289236,530.16,33577729335.0
2024-08-09,-7151853677,532.88,24314790158.0
2024-08-12,-7916246753,531.96,22686426498.0
2024-08-13,-3159042421,541.45,28366632374.0
2024-08-14,-2735234009,543.52,23080501875.0
2024-08-15,4122646865,552.78,33652540122.0
2024-08-16,-95395633,553.97,24628381209.0
2024-08-19,1781012952,558.16,21892949925.0
2024-08-20,607810018,558.48,18846236422.0
2024-08-21,966175246,560.0,23273914849.0
2024-08-22,-2368739568,555.63,31215899086.0
2024-08-23,2727918407,561.06,28465926169.0
2024-08-26,1308339682,560.26,20069888208.0
2024-08-27,2077531271,561.6,18359586404.0
2024-08-28,-460169225,558.71,22927147299.0
2024-08-29,954719165,558.78,21616630975.0
2024-08-30,927609016,561.67,35342791909.0
2024-09-03,-7279112606,550.55,33456104244.0
2024-09-04,-6765662229,550.95,26018559231.0
2024-09-05,-7986561419,548.67,24328101275.0
2024-09-06,-10152135518,540.77,37011308765.0
2024-09-09,-6921271922,545.53,22099988492.0
2024-09-10,-5753641839,548.34,19972991734.0
2024-09-11,-3217026547,552.63,41719327526.0
2024-09-12,1662372534,558.92,28971821556.0
2024-09-13,1690237945,561.97,22092894489.0
2024-09-16,1145852449,562.67,20631520308.0
2024-09-17,-294248643,562.07,27771175831.0
2024-09-18,-974963289,562.0,33147808302.0
2024-09-19,10606099544,571.32,43003642719.0
2024-09-20,155810136,569.03,44041136575.0
2024-09-23,2207790219,569.3,25132073669.0
2024-09-24,2891701187,570.65,26740095839.0
2024-09-25,1630472219,569.58,21905838300.0
2024-09-26,4548964278,572.09,27662692210.0
2024-09-27,1296112008,571.59,24059400090.0
2024-09-30,-1696240901,572.24,36466694445.0
2024-10-01,-4041672447,569.15,41320932701.0
2024-10-02,-3519294968,569.3,21672313950.0
2024-10-03,-5900789164,566.73,23193459929.0
2024-10-04,-2682751044,572.39,24603244679.0
2024-10-07,-7263461615,567.09,28369956050.0
2024-10-08,-1529363251,573.4,21435812240.0
2024-10-09,-421175117,576.98,21880647663.0
2024-10-10,-1402501395,575.65,25429283769.0
2024-10-11,2161180478,580.13,24497688162.0
2024-10-14,4154605676,584.6,21162434569.0
2024-10-15,-794860668,579.25,31426164796.0
2024-10-16,2843713668,582.28,17891400045.0
2024-10-17,2093143139,582.5,20029170355.0
2024-10-18,1596096527,584.19,21873488117.0
2024-10-21,-448122741,582.57,21266893748.0
2024-10-22,798856583,583.85,19940094466.0
2024-10-23,-3962015595,577.95,28503345172.0
2024-10-24,-952175277,579.28,20261756934.0
2024-10-25,-1801034369,579.35,27370177489.0
2024-10-28,-533320265,581.39,17526371517.0
2024-10-29,-247408187,582.51,24957759307.0
2024-10-30,-2375427894,580.47,24033178763.0
2024-10-31,-8092581215,571.17,34222177682.0
2024-11-01,-4790992654,571.63,26077968197.0
2024-11-04,-5909171209,569.84,21776428677.0
2024-11-05,-2657778676,575.4,22767136092.0
2024-11-06,6576667987,591.28,40298287782.0
2024-11-07,8492435119,596.08,28132565560.0
2024-11-08,7026576112,597.81,27782874844.0
2024-11-11,5465732569,598.2,22505472735.0
2024-11-12,4169468553,597.32,25670342140.0
2024-11-13,5790820602,598.14,28299998150.0
2024-11-14,703162308,593.18,23083746785.0
2024-11-15,-3116944351,584.91,44510439600.0
2024-11-18,398915483,588.1,21762550758.0
2024-11-19,1408716047,589.96,29167902997.0
2024-11-20,745878521,589.63,29544250300.0
2024-11-21,6198187270,594.23,27754249802.0
2024-11-22,4334175151,594.97,22764203837.0
2024-11-25,6673204527,597.01,25360010985.0
2024-11-26,10831594508,600.76,27402434959.0
2024-11-27,6106400807,598.58,20360340347.0
2024-11-29,7493992661,603.17,18183392002.0
2024-12-02,7491809733,603.74,19162838135.0
2024-12-03,6494682613,603.66,16249164083.0
2024-12-04,9426223719,607.64,26000311867.0
2024-12-05,8916834314,607.32,17448875480.0
2024-12-06,7468546034,607.69,18988896039.0
2024-12-09,2725770439,604.31,21008215582.0
2024-12-10,66760336,602.65,22444956145.0
2024-12-11,9584564402,607.82,17420556272.0
2024-12-12,4377602902,605.22,19062865193.0
2024-12-13,2342903320,604.5,21693979576.0
2024-12-16,6940676547,606.78,26513809448.0
2024-12-17,1380844812,604.18,33703367090.0
2024-12-18,-8807371423,587.27,63464051007.0
2024-12-19,-9260734531,587.9,50357416852.0
2024-12-20,-5036729095,591.74,74317430274.0
2024-12-23,-2379418902,594.64,34275434043.0
2024-12-24,4151095321,599.74,19939167725.0
2024-12-26,5770340095,601.87,24786694701.0
2024-12-27,-5950465707,592.78,38657383827.0
2024-12-30,-5243795505,590.0,33280780078.0
2024-12-31,-7699808325,585.96,33437447391.0
2025-01-02,-17678258985,584.18,29351267295.0
2025-01-03,-1394525440,591.55,22428098038.0
2025-01-06,-1773826800,594.45,28386406886.0
2025-01-07,-8488019237,587.61,35549190748.0
2025-01-08,-8065800430,588.91,27885647141.0
2025-01-10,-12612295680,580.13,42436720736.0
2025-01-13,-12406936154,580.3,27854453741.0
2025-01-14,-11518379500,580.32,28189989232.0
2025-01-15,-890367810,593.61,33729302223.0
2025-01-16,-2718447312,592.89,25629667943.0
2025-01-17,855402112,598.26,34701830140.0
2025-01-21,2547569063,602.45,25649464826.0
2025-01-22,3608044290,606.98,29227982358.0
2025-01-23,1191066236,607.94,25092492975.0
2025-01-24,-1468016808,607.13,21038618445.0
2025-01-27,-8631665555,598.3,42172332163.0
2025-01-28,-1104388419,605.14,26860819384.0
2025-01-29,-3870596737,601.91,22373731003.0
2025-01-30,-2442316212,602.56,23766756889.0
2025-01-31,-2912506738,601.5,40061292246.0
2025-02-03,-6221966655,598.29,39367459730.0
2025-02-04,-2680278251,601.51,20134235864.0
2025-02-05,-1502260096,603.14,18521215184.0
2025-02-06,242475178,605.13,21688976142.0
2025-02-07,-3903385101,600.73,30512208137.0
2025-02-10,-686503615,604.78,15755555559.0
2025-02-11,-1371038300,604.93,18193621004.0
2025-02-12,-3921433711,602.86,27197115036.0
2025-02-13,1083199991,609.24,24950943450.0
2025-02-14,2140204841,609.74,16407271208.0
2025-02-18,1866337881,609.84,16356745749.0
2025-02-19,4196265502,612.38,19007633296.0
2025-02-20,111926253,609.97,22311830698.0
2025-02-21,-8195679535,599.91,45907288999.0
2025-02-24,-8471147552,598.72,30300764327.0
2025-02-25,-11297392186,594.1,34624284391.0
2025-02-26,-9453384863,595.17,25756423112.0
2025-02-27,-14268053729,586.24,43408778429.0
2025-02-28,-9513931434,589.94,52729968688.0
2025-03-03,-12849933967,581.22,43344456934.0
2025-03-04,-14168963083,579.7,63251659046.0
2025-03-05,-11854182419,583.23,41531655156.0
2025-03-06,-15031148014,572.07,45871151939.0
2025-03-07,-12625560779,574.92,46740974709.0
2025-03-10,-15867690912,559.57,55680507125.0
2025-03-11,-15045828088,559.16,48977717926.0
2025-03-12,-15330443558,559.49,38890756994.0
2025-03-13,-16521770303,550.75,40848861482.0
2025-03-14,-14353835666,561.82,35265843290.0
2025-03-17,-12746113970,568.94,27795285402.0
2025-03-18,-17201171094,560.69,37050547518.0
2025-03-19,-16197653547,569.22,37745904605.0
2025-03-20,-17465254971,566.07,35602231903.0
2025-03-21,-7397111476,562.46,47240655104.0
2025-03-24,-896950600,574.26,33736845548.0
2025-03-25,-2226376476,574.79,22072171965.0
2025-03-26,-6990534728,568.25,29480426289.0
2025-03-27,-6023209974,568.86,23910475257.0
2025-03-28,-12480588593,555.41,39820093957.0
2025-03-31,-8255395335,559.64,53325643194.0
2025-04-01,-7532909339,560.29,30634345712.0
2025-04-02,-5208477073,565.16,42911707025.0
2025-04-03,-14684439032,538.62,67616687738.0
2025-04-04,-10687099551,512.69,110133405462.0
2025-04-07,-9819645097,501.94,129429659185.0
2025-04-08,-9013140770,491.03,82324627390.0
2025-04-09,-7003401973,541.5,132693236945.0
2025-04-10,-9034707230,520.0,85155703670.0
2025-04-11,-7635688598,534.4,52254732461.0
2025-04-14,-7227274587,541.58,36678489748.0
2025-04-15,-8896839812,537.8,30586191136.0
2025-04-16,-10889722358,522.97,43884617726.0
2025-04-17,-6030964297,527.62,42043364376.0
2025-04-21,-8152105170,512.23,35646879567.0
2025-04-22,-5397620088,526.79,40043635725.0
2025-04-23,-3704040179,535.06,48504071046.0
2025-04-24,-2083395230,546.42,35070382333.0
2025-04-25,-1376054658,549.44,33654897439.0
2025-04-28,-1487843049,551.04,26228060568.0
2025-04-29,-1478457979,554.13,26482693782.0
2025-04-30,-2760328690,551.85,51628503764.0
2025-05-01,581723762,561.53,35287539416.0
2025-05-02,800019877,566.8,34412137541.0
2025-05-05,-1665815667,564.35,21784846170.0
2025-05-06,-2810793816,561.3,26970313771.0
2025-05-07,-2357003162,562.54,31193207557.0
2025-05-08,178132858,566.98,36802809689.0
2025-05-09,-2140073702,564.28,21221103766.0
2025-05-12,6475106436,580.97,46052478093.0
2025-05-13,6685855645,588.43,39874136673.0
2025-05-14,3245739310,586.68,38947523545.0
2025-05-15,3844799796,589.15,42080963892.0
2025-05-16,3697549659,593.37,45190158748.0
2025-05-19,2885927965,593.96,40550030561.0
2025-05-20,1120441415,591.79,35935304845.0
2025-05-21,-3107029087,584.17,55486930028.0
2025-05-22,-2942573756,584.64,41317992539.0
2025-05-23,-3493058150,580.39,44029153076.0
2025-05-27,1621777893,590.25,42910693547.0
2025-05-28,137513186,588.53,40227472378.0
2025-05-29,1408327445,589.6,41287744811.0
2025-05-30,136922849,589.64,53399442595.0
2025-06-02,1148294587,591.89,36529015009.0
2025-06-03,3272557920,595.95,37915021466.0
2025-06-04,2677519113,596.85,34155250786.0
2025-06-05,122907701,594.08,54725881909.0
2025-06-06,3150392697,599.52,39895954693.0
2025-06-09,2628490723,600.04,31792874364.0
2025-06-10,2541972150,602.13,39952241892.0
2025-06-11,1046827599,600.81,44295094073.0
2025-06-12,2392413539,602.8,38717883750.0
2025-06-13,-3624640965,595.78,53435082000.0
2025-06-16,751265014,602.44,48204816802.0
2025-06-17,-3393355218,598.13,49122585190.0
2025-06-18,-2099620313,598.41,45766891387.0
2025-06-20,-4440362824,593.71,55892868747.0
2025-06-23,-1082731634,599.09,52468716034.0
2025-06-24,3575669390,607.49,41100427318.0
2025-06-25,2539873768,606.71,37711137073.0
2025-06-26,6038059195,611.41,48061409124.0
2025-06-27,4130377793,613.26,53041150427.0
2025-06-30,4694660769,617.92,57152667367.0
2025-07-01,3349381255,618.21,43254092975.0
2025-07-02,3627783883,619.85,41266378492.0
2025-07-03,3444106379,626.01,31933488743.0
2025-07-07,-618851954,619.76,46435863312.0
2025-07-08,810436661,620.32,36615321949.0
2025-07-09,3327206560,623.69,41258665837.0
2025-07-10,3949756304,626.35,36002799201.0
2025-07-11,424503118,624.26,39706009813.0
2025-07-14,708467684,624.38,32426701658.0
2025-07-15,-392983753,623.5,46235766111.0
2025-07-16,1089631707,624.43,55547774643.0
2025-07-17,4232519000,627.86,43262973514.0
2025-07-18,-455299405,627.04,41182804849.0
2025-07-21,635098710,628.61,39848299988.0
2025-07-22,-490631518,629.38,37760715338.0
2025-07-23,3528882819,633.08,44718782859.0
2025-07-24,2918843523,634.76,45238649163.0
2025-07-25,2306662831,637.33,36228944952.0
2025-07-28,1113089426,636.18,34978897808.0
2025-07-29,-651812364,634.87,38468995729.0
2025-07-30,-2685648103,632.51,51022577061.0
2025-07-31,-2157817582,633.4,65347718983.0
2025-08-01,-9188476118,621.89,87105206087.0
2025-08-04,-2809651941,630.37,46213003809.0
2025-08-05,-6029177442,628.49,42734235664.0
2025-08-06,-1269530358,632.88,40724140735.0
2025-08-07,-3998631955,631.48,46916617050.0
2025-08-08,-17093727,636.39,40812398019.0
2025-08-11,-3313808501,635.88,37355402412.0
2025-08-12,2912401569,642.18,41601838010.0
2025-08-13,2482177916,644.2,38753246672.0
2025-08-14,2037522177,645.28,38263271849.0
2025-08-15,-1479740000,644.0,44135158367.0
2025-08-18,-2355854278,643.64,28179691635.0
2025-08-19,-6830520689,639.34,44627195197.0
2025-08-20,-6557437263,638.9,56721788031.0
2025-08-21,-8481965030,635.34,34831825521.0
2025-08-22,-108019487,644.99,54259729587.0
2025-08-25,-2816164056,643.56,32942198019.0
2025-08-26,-2919323464,644.12,33278383671.0
2025-08-27,-707767081,647.17,31258805729.0
2025-08-28,2825406770,649.16,39921232889.0
2025-08-29,-5376043426,644.74,48070544200.0
2025-09-02,-9538678847,639.61,52491577146.0
2025-09-03,-5957360726,642.31,45590245474.0
2025-09-04,-857284644,648.13,42335086786.0
2025-09-05,-3032932400,646.68,55131190404.0
2025-09-08,-1251413586,648.35,40962650352.0
2025-09-09,-653451814,649.92,43008860317.0
2025-09-10,-1410331128,651.73,50894882960.0
2025-09-11,3716706183,657.93,45990959813.0
2025-09-12,-823508679,657.86,47846363586.0
2025-09-15,260538536,660.19,42147815171.0
2025-09-16,-1394683258,660.23,40371540000.0
2025-09-17,-2878720505,659.02,67204850449.0
2025-09-18,2994526266,662.36,59907510675.0
2025-09-19,1449249487,663.58,65006495916.0
2025-09-22,1840308386,666.97,46313506913.0
2025-09-23,-4177822322,663.09,54190161364.0
2025-09-24,-5618760770,660.5,45009140758.0
2025-09-25,-8851966066,657.3,58975821811.0
2025-09-26,-1701412387,661.46,45784178651.0
2025-09-29,-159989436,663.33,48779815782.0
2025-09-30,-284355186,665.25,57483339208.0
2025-10-01,2462903174,668.76,48492973516.0
2025-10-02,2150606454,669.25,38075939453.0
2025-10-03,-909610291,669.98,47175558973.0
2025-10-06,383135261,671.87,36685553713.0
2025-10-07,-3380931103,669.26,48190088960.0
2025-10-08,1217355398,672.75,40859256953.0
2025-10-09,-3739441544,670.89,44633413418.0
2025-10-10,-9926194074,656.0,104106149366.0
2025-10-13,-4346146329,663.16,52751792172.0
2025-10-14,-6821299785,660.7,58792512774.0
2025-10-15,-2944624001,664.72,54346117046.0
2025-10-16,-7584131478,659.72,73042540132.0
2025-10-17,-3842623365,664.5,64114234365.0
2025-10-20,874545510,671.72,40609218682.0
2025-10-21,-834212077,672.02,37759389974.0
2025-10-22,-5968679713,667.46,53800638217.0
2025-10-23,803606603,672.21,44070479561.0
2025-10-24,2134959469,677.95,50357939625.0
2025-10-27,5326811308,684.63,43402963933.0
2025-10-28,4236741200,687.68,42417778835.0
2025-10-29,1839141772,686.15,58879835224.0
2025-10-30,-3988631547,680.72,51895368219.0
2025-10-31,-605409169,684.02,59451145833.0
2025-11-03,-1066619178,683.12,39165633639.0
2025-11-04,-7578355127,676.49,52957046714.0
2025-11-05,-3074940989,679.46,50413579464.0
2025-11-06,-9920707690,671.16,57000011735.0
2025-11-07,-6739139931,669.6,67494479681.0
2025-11-10,3229889356,681.62,51682385961.0
2025-11-11,3113543960,683.08,40265172200.0
2025-11-12,2270914545,683.57,42583116554.0
2025-11-13,-7501037204,672.4,69527777639.0
2025-11-14,-5294365139,672.34,65074202422.0
2025-11-17,-9476014857,664.22,60213910541.0
2025-11-18,-10557487437,661.6,75557709356.0
2025-11-19,-8839634395,662.84,62753049352.0
2025-11-20,-14284824968,653.49,107858972398.0
2025-11-21,-5952669293,660.35,81690858118.0
2025-11-24,-988540730,669.38,53791235296.0
2025-11-25,3162058563,675.17,54728665626.0
2025-11-26,6983537454,681.3,48855126002.0
2025-11-28,2656982758,682.02,33630989401.0
2025-12-01,82949032,680.73,41633341519.0
2025-12-02,1623523312,682.52,42904905158.0
2025-12-03,3802586573,684.5,39144838603.0
2025-12-04,1528641506,682.8,42411854525.0
2025-12-05,2778730095,685.61,54334761483.0
2025-12-08,-674138253,683.63,37757910615.0
2025-12-09,-176918297,683.04,39828129423.0
2025-12-10,4155310146,687.57,58905016368.0
